borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
2279,Aksu Area Green Industry Development Co Ltd,,China,Utilities,Aksu Area Green Industry Development Co Ltd,,,
2280,CRRC Group Co Ltd,,China,Industrials,CRRC Group Co Ltd,,,
2281,Sinomach,,China,Industrials,Sinomach,,,
2282,Shanghai Pudong Development (Group) Co Ltd,,China,Industrials,Shanghai Pudong Development (Group) Co Ltd,,,
2283,China Resources Pharmaceutical Holdings Co Ltd,,China,Health Care,China Resources Co Ltd,,,
2284,Xiamen Xiangye Group Co Ltd,,China,Industrials,Xiamen Xiangye Group Co Ltd,,,
2285,China Post Group Corp Ltd,,China,Industrials,China Post Group Corp Ltd,,,
2286,China Railway Construction Investment Group Co Ltd,,China,Industrials,China Railway Construction Group Co Ltd,,,
2287,China Yangtze Power Co Ltd,,China,Utilities,China Three Gorges Corp,,,
2288,Shenergy Co Ltd,,China,Energy,Shenergy (Group) Co Ltd,,,
2289,Housing New Zealand Ltd,,New Zealand,Real Estate,Housing New Zealand Corp,,,
2290,Chinalco Capital Holdings Ltd,,China,Materials,CHINALCO,,,
2291,Tokyo Metro Co Ltd,,Japan,Industrials,Tokyo Metro Co Ltd,,,
2292,SIIC Shanghai (Holdings) Co Ltd,,China,Health Care,Shanghai Industrial Investment (Holdings) Co Ltd,,,
2293,Shanghai Electric (Group) Corp - SEC,,China,Industrials,Shanghai Electric (Group) Corp - SEC,,,
2294,Dongtai Urban Construction Investment Development Group Co Ltd,,China,Industrials,Dongtai Urban Construction Investment Development Group Co Ltd,,,
2295,Dongguan Communications Investment Group Co Ltd,,China,Industrials,Dongguan Communications Investment Group Co Ltd,,,
2296,Chinese Universe Publishing & Media Group Co Ltd,,China,Communication Services,Jiangxi Publishing Group Corp,,,
2297,COFCO,,China,Consumer Staples,COFCO,,,
2298,Chalco,,China,Materials,Chalco,,,
2299,Zibo Linzi Public Owned Asset Management Co Ltd,,China,Industrials,Zibo Linzi Public Owned Asset Management Co Ltd,,,
2300,Shenzhen Talents Housing Group Co Ltd,,China,Real Estate,Shenzhen Talents Housing Group Co Ltd,,,
2301,Foshan Public Utilities Holding Co Ltd,,China,Utilities,Foshan Public Utilities Holding Co Ltd,,,
2302,Chongqing Share Industry Investment Co Ltd,,China,Real Estate,Chongqing Share Industry Investment Co Ltd,,,
2303,Nanjing Software Valley Development Co Ltd,,China,Consumer Discretionary,Nanjing Software Valley Development Co Ltd,,,
2304,Nantong Industries Holding Group Co Ltd,,China,Real Estate,Nantong Industries Holding Group Co Ltd,,,
2305,Jiaxing Binhai Holdings Group Co Ltd,,China,Industrials,Jiaxing Binhai Holdings Group Co Ltd,,,
2306,Jiaxing Economic & Technology Development Zone Investment Development Group Co Ltd,,China,Real Estate,Jiaxing Economic & Technology Development Zone Investment Development Group Co Ltd,,,
2307,PipeChina,,China,Utilities,PipeChina,,,
2308,Wuxi Chengdong Investment Co Ltd,,China,Real Estate,Wuxi Chengdong Investment Co Ltd,,,
2309,Chongqing Dazu State-owned Asset Management Group Co Ltd,,China,Real Estate,Chongqing Dazu State-owned Asset Management Group Co Ltd,,,
2310,Beijing Guangan Holding Co Ltd,,China,Real Estate,Beijing Guangan Holding Co Ltd,,,
2311,Deppon Logistics Co Ltd,,China,Industrials,JD.com Inc,,,
2312,Xuzhou Xintian Investment Development Co Ltd,,China,Real Estate,Xuzhou Xintian Investment Development Co Ltd,,,
2313,China Molybdenum Co Ltd,,China,Materials,CMOC Group Ltd,,,
2314,Wuhan Central Business District Investment Holdings Group Co Ltd,,China,Real Estate,Wuhan Central Business District Investment Holdings Group Co Ltd,,,
2315,Peixian City Investment Development Co Ltd,,China,Industrials,Peixian City Investment Development Co Ltd,,,
2316,Nanchang Municipal Public Utilities Investment Holding Co Ltd,,China,noinfo,Nanchang Municipal Public Utilities Investment Holding Co Ltd,,,
2317,Zibo Urban Assets Operation Co Ltd,,China,noinfo,Zibo Urban Assets Operation Group Co Ltd,,,
2318,Chongqing Yongchuan District Xingyong Construction Development Co Ltd,,China,Industrials,Chongqing Yongchuan District Xingyong Construction Development Co Ltd,,,
2319,Hunan Province Light Industry & Salt Industry Group Co Ltd,,China,Materials,Hunan Province Light Industry & Salt Industry Group Co Ltd,,,
2320,Chuzhou Tongchuang Construction Investment Co Ltd,,China,Industrials,Chuzhou Tongchuang Construction Investment Co Ltd,,,
2321,Shanxi Luan Mining Industry Group Co Ltd,,China,Materials,Shanxi State-owned Capital Operation Co Ltd,,,
2322,Zhuhai Port Co Ltd,,China,Industrials,Zhuhai Port Co Ltd,,,
2323,Shenzhen Yan Tian Port Group Co Ltd,,China,Industrials,Shenzhen Port Group Co Ltd,,,
2324,Jiangsu Guoxin Group Ltd,,China,noinfo,Jiangsu Guoxin Group Ltd,,,
2325,Jiangsu Shagang Group Co Ltd,,China,Materials,Jiangsu Shagang Group Co Ltd,,,
2326,Zhejiang Rongsheng Holding Group Co Ltd,,China,Materials,Zhejiang Rongsheng Holding Group Co Ltd,,,
2327,Hengyang Communication Construction Investment Co Ltd,,China,Industrials,Hengyang Communication Construction Investment Co Ltd,,,
2328,Shaoxing Paojiang Industrial Zone Investment & Development Co Ltd,,China,Industrials,Shaoxing Paojiang Industrial Zone Investment & Development Co Ltd,,,
2329,Xuchang General Investment Co,,China,Industrials,Xuchang City Investment Group Co Ltd,,,
2330,Liaoning Port Group Co Ltd,,China,Industrials,China Merchants Group Ltd,,,
2331,China General Technology (Group) Holding Ltd,,China,Consumer Discretionary,China General Technology (Group) Holding Ltd,,,
2332,Hubei Energy Group Co Ltd,,China,Utilities,Hubei Energy Group Co Ltd,,,
2333,Chongqing Hechuan Rural Agricultural Investment (Group) Co Ltd,,China,Real Estate,Chongqing Hechuan Rural Agricultural Investment (Group) Co Ltd,,,
2334,Chongqing Three Gorges Water Conservancy & Electric Power Co Ltd,,China,Utilities,Chongqing Three Gorges Water Conservancy & Electric Power Co Ltd,,,
2335,Jinhua Rongsheng Investment Development Group Co Ltd,,China,Industrials,Jinhua Rongsheng Investment Development Group Co Ltd,,,
2336,Qianjiang Water Resources Development Co Ltd,,China,Utilities,Qianjiang Water Resources Development Co Ltd,,,
2337,Shaanxi Nonferrous Metals Holding Group Corp,,China,Materials,Shaanxi Nonferrous Metals Holding Group Corp,,,
2338,Changsha Yuhua Economy Development Construction Co Ltd,,China,Real Estate,Changsha Yuhua Economy Development Construction Co Ltd,,,
2339,Anshan Iron & Steel Group Co Ltd,,China,Materials,Ansteel Group Corp Ltd,,,
2340,Maanshan Southern Industrial Transfer New District Economic Technology Development Co Ltd,,China,Industrials,Maanshan Southern Industrial Transfer New District Economic Technology Development Co Ltd,,,
2341,Nanjing Gaochun Cultural Tourism Investment Co Ltd,,China,Industrials,Nanjing Gaochun Cultural Tourism Investment Co Ltd,,,
2342,China Longyuan Power Group Corp Ltd,,China,Utilities,CHN Energy Investment Group Co Ltd,,,
2343,Chongqing Fuling State Owned Asset Investment Management Co Ltd,,China,Industrials,Chongqing Fuling State Owned Asset Investment Management Co Ltd,,,
2344,CITIC Group Corp,,China,noinfo,CITIC Group Corp,,,
2345,Yanmar Holdings Co Ltd,,Japan,Industrials,Yanmar Holdings Co Ltd,,,
2346,Investore Property Ltd,,New Zealand,Real Estate,Investore Property Ltd,,,
2347,Thai Polycons pcl,,Thailand,Industrials,Thai Polycons pcl,,,
2348,Phoenix Charm International Investment Ltd,,China,Materials,Danyang State-Owned Assets Management Co Ltd,,,
2349,Sunny Express Enterprises Corp,,China,Industrials,China Tourism Group Co Ltd,,,
2350,Premium Water Holdings Inc,,Japan,Consumer Staples,Hikari Tsushin Inc,,,
2351,Tokyo Gas Co Ltd,,Japan,Utilities,Tokyo Gas Co Ltd,,,
2352,Tokuyama Corp,,Japan,Materials,Tokuyama Corp,,,
2353,Driver Japan Eleven,,Japan,Financials,Porsche Automobil Holding SE,,,
2354,Zoomwe Hong Kong New Energy Technology Co Ltd,,China,Materials,CNGR Advanced Material Co Ltd,,,
2355,Fugao Wantai Group Co Ltd,,China,Industrials,Fugao Wantai Group Co Ltd,,,
2356,Sun Hung Kai & Co (BVI) Ltd,,Hong Kong,Financials,Allied Group Ltd,,,
2357,Quzhou State-owned Capital Operation Co Ltd,,China,Industrials,Quzhou State-owned Capital Operation Co Ltd,,,
2358,YNH Property Bhd,,Malaysia,Real Estate,YNH Property Bhd,,,
2359,Kanematsu Corp,,Japan,Consumer Staples,Kanematsu Corp,,,
2360,Toho Gas Co Ltd,,Japan,Utilities,Toho Gas Co Ltd,,,
2361,Bi Hai Co Ltd,,China,Financials,Yunnan Provincial Investment Holdings Group Co Ltd,,,
2362,Double A (1991) pcl,,Thailand,Materials,Double A (1991) pcl,,,
2363,Project Planning Services pcl,,Thailand,Industrials,Project Planning Services pcl,,,
2364,All Inspire Development pcl,,Thailand,Industrials,All Inspire Development pcl,,,
2365,Global Consumer pcl,,Thailand,Consumer Staples,Global Consumer pcl,,,
2366,AVIC International Finance & Investment Ltd,,China,Industrials,Aviation Industry Corp of China Ltd (AVIC),,,
2367,Ascendas Real Estate Investment Trust,,Singapore,Real Estate,Temasek Holdings (Pte) Ltd,,,
2368,Huaiyuan Country New Urbanization Construction Co Ltd,,China,Industrials,Huaiyuan Country New Urbanization Construction Co Ltd,,,
2369,Wuxing City Investment HK Co Ltd,,China,Industrials,Huzhou Wuxing City Investment Development Group Co Ltd,,,
2370,Nikkon Holdings Co Ltd,,Japan,Industrials,Nikkon Holdings Co Ltd,,,
2371,Yanan Tourism Group Co Ltd,,China,Industrials,Yanan Tourism Group Co Ltd,,,
2372,Yangzhong Transportation Investment Development Co Ltd,,China,Industrials,Yangzhong Luzhou Xincheng Industry Group Co Ltd,,,
2373,Mianyang Investment Holding (Group) Co Ltd,,China,Real Estate,Mianyang Investment Holding (Group) Co Ltd,,,
2374,Jinke Property Group Co Ltd,,China,Real Estate,Jinke Property Group Co Ltd,,,
2375,SM Investments Corp,,Philippines,Consumer Discretionary,SM Investments Corp,,,
2376,Daikin Industries Ltd,,Japan,Industrials,Daikin Industries Ltd,,,
2377,Chengdu Yidu Construction Investment Co Ltd,,China,Industrials,Chengdu Xinkaiyuan City Construction Investment Co Ltd,,,
2378,PT PP Properti Tbk,,Indonesia,Real Estate,PT PP (Persero) Tbk,,,
2379,PT Hutama Karya (Persero),,Indonesia,Industrials,PT Hutama Karya (Persero),,,
2380,PT Sinar Mas Agro Resources & Technology Tbk,,Indonesia,Consumer Staples,Widjaja Family Master Trust (2),,,
2381,PT Wijaya Karya (Persero) Tbk,,Indonesia,Industrials,PT Wijaya Karya (Persero) Tbk,,,
2382,Fuzhou City Investment & Development Group Co Ltd,,China,Real Estate,Fuzhou City Investment & Development Group Co Ltd,,,
2383,Keqiao (HK) International Investment Co Ltd,,China,Real Estate,Shaoxing Keqiao District State Owned Assets Investment Management Co Ltd,,,
2384,Zhuhai Winbase International Chemical Tank Terminal Co Ltd,,China,Industrials,Zhuhai Winbase International Chemical Tank Terminal Co Ltd,,,
2385,Shanghai Land (Group) Co Ltd,,China,Real Estate,Shanghai Land (Group) Co Ltd,,,
2386,Shenzhen Water (Group) Co Ltd,,China,Utilities,Shenzhen Water (Group) Co Ltd,,,
2387,Chongqing Shuangfu Construction Development Co Ltd,,China,Industrials,Chongqing Shuangfu Construction Development Co Ltd,,,
2388,Longkou Urban & Rural Construction Investment Development Co Ltd,,China,Industrials,Longkou Urban & Rural Construction Investment Development Co Ltd,,,
2389,Dangdai International Investments Ltd,,China,noinfo,Wuhan Dangdai Science & Technology Industries (Group) Co Ltd,,,
2390,Franshion Brilliant Ltd,,China,Real Estate,China Jinmao Holdings Group Ltd,,,
2391,Luoyang Longmen Tourism Group Co Ltd,,China,Industrials,Luoyang Longmen Tourism Group Co Ltd,,,
2392,Golden Energy & Resources Ltd,,Singapore,Materials,Widjaja Family Master Trust (2),,,
2393,Central Pattana pcl,,Thailand,Real Estate,Central Pattana pcl,,,
2394,Prime Road Alternative Co Ltd,,Thailand,Utilities,Prime Road Alternative Co Ltd,,,
2395,Country Garden Real Estate Sdn Bhd,,Malaysia,Real Estate,Concrete Win Ltd,,,
2396,University of Tasmania,,Australia,Industrials,University of Tasmania,,,
2397,Genting RMTN Bhd,,Malaysia,Consumer Discretionary,Genting Bhd,,,
2398,Nanxun Communications Investment Group Co Ltd,,China,Industrials,Nanxun Communications Investment Group Co Ltd,,,
2399,Binjiang Guotou Ltd,,China,Industrials,Taizhou Xin Binjiang Development Co Ltd,,,
2400,Shenzhen Qianhai Linklogis Commercial Factoring 2022-1 Ruifeng ABS,,China,Financials,Linklogis Inc,,,
2401,FAW Leasing 2022-1 ABS,,China,Industrials,China FAW Group Co Ltd,,,
2402,Haier Financial Factoring 2022 Haier 1 ABS,,China,Financials,Haier Group Corp,,,
2403,Anji Leasing 2022-1 ABS,,China,Industrials,Anji Leasing Co Ltd,,,
2404,Jiangsu Xugong Machinery Leasing 2022-1 Xugong 1 ABS,,China,Financials,Xuzhou Construction Machinery Group Co Ltd,,,
2405,State Power Investment Corp New Energy 1 2022-1 ABS (Carbon Neutral Bond),,China,Utilities,State Power Investment Corp Ltd,,,
2406,Bavarian Sky Zhixin Auto Mortgage Loan 2022-1 ABS,,China,Industrials,BMW,,,
2407,Shengshi Rongdi 2022-1 Auto Loan ABS,,China,Financials,BYD Co Ltd,,,
2408,Generation 2022-1 Auto Loans ABS,,China,Financials,Geely Automobile Holdings Ltd,,,
2409,Silver Arrow China 2022-1 Retail Auto Loan Asset Backed Notes,,China,Financials,Mercedes-Benz Group AG,,,
2410,Rudong Mintai Urban & Rural Construction Engineering Co Ltd,,China,Industrials,Rudong County Jinxin Transportation Engineering Construction Investment Co Ltd,,,
2411,Excellence Commercial Management Ltd,,China,Real Estate,Excellence Commercial Property & Facilities Management Ltd,,,
2412,RJ Renewable Energy Project Bond XI Trust Certificate,,Japan,Utilities,RJ Renewable Energy Project Bond XI Trust Certificate,,,
2413,Honda Finance Auto Credit Securitization Series 9,,Japan,Financials,Honda Motor Co Ltd,,,
2414,Senior Beneficial Interest 202202 (Contract No 210291),,Japan,Industrials,Senior Beneficial Interest 202202 (Contract No 210291),,,
2415,Youyuanjiahe 2022-1 RMBS,,China,Financials,China Post Group Corp Ltd,,,
2416,HKCG (Finance) Ltd,,Hong Kong,Utilities,Hong Kong & China Gas Co Ltd,,,
2417,Kuala Lumpur Kepong Bhd,,Malaysia,Consumer Staples,Kuala Lumpur Kepong Bhd,,,
2418,CTI Capital Prosperity (BVI) Ltd,,China,Financials,CITIC Group Corp,,,
2419,PSA Treasury Pte Ltd,,Singapore,Industrials,Temasek Holdings (Pte) Ltd,,,
2420,Hangzhou Water Group Co Ltd,,China,Utilities,Hangzhou Water Group Co Ltd,,,
2421,SingPost Group Treasury Pte Ltd,,Singapore,Industrials,Singapore Post Ltd - SingPost,,,
2422,Spark Finance Ltd,,New Zealand,Communication Services,Spark New Zealand Ltd,,,
2423,Qingdao High-Speed Train Industry Development Group (BVI) Co Ltd,,China,Consumer Discretionary,Qingdao Bullet Train Town Investment Group Co Ltd,,,
2424,China Three Gorges Renewables (Group) Co Ltd,,China,Utilities,China Three Gorges Corp,,,
2425,Dongguan Development Holdings Co Ltd,,China,Industrials,Dongguan Development Holdings Co Ltd,,,
2426,Linyi Mining Group Co Ltd,,China,Materials,Linyi Mining Group Co Ltd,,,
2427,Yunnan Expo Tourism Group Holdings Ltd,,China,Industrials,Overseas Chinese Town Group Co Ltd,,,
2428,Yunnan Communications Investment & Construction Group Co Ltd,,China,Industrials,Yunnan Communications Investment & Construction Group Co Ltd,,,
2429,Hebei Construction & Investment Group Co Ltd,,China,Utilities,Hebei Construction & Investment Group Co Ltd,,,
2430,Xiamen Tungsten Co Ltd,,China,Materials,Xiamen Tungsten Co Ltd,,,
2431,State Grid International Leasing Co Ltd,,China,Financials,State Grid Corp of China,,,
2432,CHN Energy Group New Energy Co Ltd,,China,Utilities,CHN Energy Investment Group Co Ltd,,,
2433,Shanghai Municipal Highway Investment (Group) Co Ltd,,China,Financials,Shanghai Municipal Investment (Group) Corp,,,
2434,Shanghai Fosun Pharmaceutical (Group) Co Ltd,,China,Health Care,Fosun Holdings Ltd,,,
2435,Zhuhai Dahengqin Group Co Ltd,,China,Real Estate,Zhuhai Dahengqin Group Co Ltd,,,
2436,Shenzhen Tagen Group Co Ltd,,China,Industrials,Shenzhen State-Owned Assets Administration Bureau,,,
2437,Rugao Yanjiang Development Investment Co Ltd,,China,Industrials,Rugao Transportation Investment Development Co Ltd,,,
2438,Yichang Traffic Tourism Industry Development Group Co Ltd,,China,Consumer Discretionary,Yichang Traffic Tourism Industry Development Group Co Ltd,,,
2439,BLOGIS Holdings Ltd,,China,Industrials,China Nanshan Development (Group) Inc,,,
2440,CGN Power Co Ltd,,China,Utilities,China General Nuclear Power Corp,,,
2441,Guangdong Hengjian Investment Holdings Co Ltd,,China,Utilities,Guangdong Hengjian Investment Holdings Co Ltd,,,
2442,Changzhou Xinhang Construction Development Group Co Ltd,,China,Real Estate,Changzhou Xinhang Construction Development Group Co Ltd,,,
2443,Chengdu Xindu Xiangcheng Construction Investment Co Ltd,,China,Industrials,Chengdu Xiangcheng Investment Group Co Ltd,,,
2444,CIFI Group Co Ltd,,China,Real Estate,CIFI Holdings (Group) Co Ltd,,,
2445,Fujian Jinjiang City Construction Investment Development Group Co Ltd,,China,Industrials,Fujian Jinjiang City Construction Investment Development Group Co Ltd,,,
2446,Liuzhou Iron & Steel Co Ltd,,China,Materials,Guangxi Liuzhou Iron & Steel Group Co Ltd,,,
2447,Guangxi Liuzhou Iron & Steel Group Co Ltd,,China,Materials,Guangxi Liuzhou Iron & Steel Group Co Ltd,,,
2448,Nanjing Chixia Development Co Ltd,,China,Real Estate,Nanjing Chixia Development Co Ltd,,,
2449,Zhejiang Chint Group Corp,,China,Consumer Discretionary,Zhejiang Chint Group Corp,,,
2450,Nanjing Jiangning Science Park Development Co Ltd,,China,Industrials,Nanjing Jiangning Science Park Development Co Ltd,,,
2451,Zhejiang China Commodities City Group Co Ltd,,China,Consumer Discretionary,Zhejiang China Commodities City Group Co Ltd,,,
2452,China International Marine Containers (Group) Co Ltd,,China,Consumer Discretionary,China International Marine Containers (Group) Co Ltd,,,
2453,Chongqing Fuling New Town District Development (Group) Co Ltd,,China,Real Estate,Chongqing Fuling New Town District Development (Group) Co Ltd,,,
2454,Shenzhen Airlines Co Ltd,,China,Industrials,Air China,,,
2455,Wenzhou Hi-tech Industrial Development Zone State-Owned Group Co Ltd,,China,Industrials,Wenzhou Hi-tech Industrial Development Zone State-Owned Group Co Ltd,,,
2456,Shengyi Technology Co Ltd,,China,Consumer Discretionary,Shengyi Technology Co Ltd,,,
2457,Anhui Publishing Group Co Ltd,,China,Communication Services,Anhui Publishing Group Co Ltd,,,
2458,Fuzhou New Area Development & Investment Group Co Ltd,,China,Real Estate,Fuzhou New Area Development & Investment Group Co Ltd,,,
